cotacaoCompra,cotacaoVenda,dataHoraCotacao
4.9392,4.9398,2024-03-06 14:56:03.471
4.9358,4.9364,2024-03-07 15:18:18.444
4.9745,4.9751,2024-03-08 15:00:11.918
4.9771,4.9777,2024-03-11 15:31:13.971
4.9807,4.9813,2024-03-12 14:50:50.460
4.9797,4.9803,2024-03-13 15:55:01.791
4.9762,4.9768,2024-03-14 14:45:30.493
4.9931,4.9937,2024-03-15 15:16:04.201
5.0118,5.0124,2024-03-18 14:10:32.770
5.0346,5.0352,2024-03-19 15:40:01.534
5.0114,5.012,2024-03-20 13:45:09.098
4.9801,4.9807,2024-03-21 14:36:42.310
4.9891,4.9897,2024-03-22 15:15:23.867
4.9863,4.9869,2024-03-25 16:00:00.987
4.9864,4.987,2024-03-26 15:40:45.601
4.985,4.9856,2024-03-27 15:15:35.846
4.9956,4.9962,2024-03-28 14:40:02.052
5.0526,5.0532,2024-04-01 15:50:06.195
5.0469,5.0476,2024-04-02 16:38:13.184
5.0718,5.0724,2024-04-03 15:35:28.284
5.0231,5.0237,2024-04-04 14:45:04.020
5.0514,5.052,2024-04-05 15:55:09.260
5.0415,5.0421,2024-04-08 15:00:05.182
5.0074,5.008,2024-04-09 15:50:01.524
5.0648,5.0654,2024-04-10 15:59:06.586
5.0759,5.0765,2024-04-11 14:55:12.983
5.1358,5.1364,2024-04-12 15:00:05.522
5.174,5.1746,2024-04-15 15:59:49.891
5.2628,5.2635,2024-04-16 15:50:06.851
5.2463,5.2469,2024-04-17 16:00:09.134
5.2506,5.2512,2024-04-18 16:00:18.309
5.2263,5.2269,2024-04-19 14:59:03.689
5.2037,5.2043,2024-04-22 16:00:10.542
5.162,5.1626,2024-04-23 15:35:21.576
5.1586,5.1592,2024-04-24 14:57:25.360
5.1673,5.1679,2024-04-25 15:16:13.834
5.1178,5.1184,2024-04-26 15:44:48.581
5.1149,5.1155,2024-04-29 13:08:20.023
5.1712,5.1718,2024-04-30 13:09:37.423
5.1178,5.1184,2024-05-02 13:07:09.245
5.0662,5.0668,2024-05-03 13:06:33.607
5.0721,5.0727,2024-05-06 13:06:55.822
5.0604,5.061,2024-05-07 13:05:59.873
5.0881,5.0887,2024-05-08 13:07:29.848
5.1571,5.1577,2024-05-09 13:07:40.583
5.1458,5.1464,2024-05-10 13:04:52.798
5.1406,5.1412,2024-05-13 13:11:29.962
5.135,5.1356,2024-05-14 13:04:30.818
5.1417,5.1423,2024-05-15 13:06:32.351
5.1264,5.127,2024-05-16 13:09:44.000
5.1151,5.1157,2024-05-17 13:10:28.887
5.1079,5.1085,2024-05-20 13:07:32.028
5.1031,5.1037,2024-05-21 13:06:29.619
5.1496,5.1502,2024-05-22 13:05:28.792
5.1437,5.1443,2024-05-23 13:03:33.437
5.1502,5.1508,2024-05-24 13:07:40.904
5.1698,5.1704,2024-05-27 13:15:28.728
5.1532,5.1538,2024-05-28 13:11:46.492
5.1966,5.1972,2024-05-29 13:07:36.410
5.241,5.2416,2024-05-31 13:03:45.288
5.2367,5.2373,2024-06-03 13:11:47.244
5.2681,5.2687,2024-06-04 13:02:40.107
5.2835,5.2841,2024-06-05 13:07:32.620
5.2675,5.2681,2024-06-06 13:10:31.917
5.2796,5.2802,2024-06-07 13:04:53.322
5.366,5.3666,2024-06-10 13:09:35.959
5.3519,5.3524,2024-06-11 13:08:34.928
5.3885,5.3891,2024-06-12 13:11:32.222
5.3968,5.3974,2024-06-13 13:11:06.004
5.3624,5.363,2024-06-14 13:06:31.494
5.4124,5.413,2024-06-17 13:10:32.154
5.4068,5.4074,2024-06-18 13:07:40.490
5.4641,5.4647,2024-06-19 13:09:27.702
5.4248,5.4254,2024-06-20 13:02:51.523
5.441,5.4416,2024-06-21 13:05:36.455
5.3994,5.4,2024-06-24 13:10:29.145
5.4283,5.429,2024-06-25 13:11:31.488
5.5091,5.5097,2024-06-26 13:10:43.551
5.5223,5.5229,2024-06-27 13:02:38.797
5.5583,5.5589,2024-06-28 13:08:04.301
5.5887,5.5893,2024-07-01 13:03:57.329
5.6671,5.6677,2024-07-02 13:08:31.707
5.5857,5.5863,2024-07-03 13:10:34.446
5.4833,5.4839,2024-07-04 13:04:34.656
5.4964,5.497,2024-07-05 13:03:27.921
5.4714,5.472,2024-07-08 13:03:31.513
5.4381,5.4387,2024-07-09 13:08:29.676
5.3961,5.3967,2024-07-10 13:10:36.509
5.4094,5.41,2024-07-11 13:07:31.998
5.4523,5.4529,2024-07-12 13:11:28.352
5.4557,5.4563,2024-07-15 13:08:31.802
5.4268,5.4274,2024-07-16 13:02:29.319
5.4664,5.467,2024-07-17 13:07:51.556
5.542,5.5426,2024-07-18 13:06:33.813
5.5537,5.5543,2024-07-19 13:08:27.646
5.5592,5.5598,2024-07-22 13:02:41.989
5.5801,5.5807,2024-07-23 13:07:28.133
5.634,5.6346,2024-07-24 13:10:32.611
5.6396,5.6402,2024-07-25 13:02:31.161
5.6459,5.6465,2024-07-26 13:08:45.786
5.6473,5.6479,2024-07-29 13:08:38.103
5.6526,5.6532,2024-07-30 13:05:29.119
5.6615,5.6621,2024-07-31 13:06:27.451
5.6675,5.6681,2024-08-01 13:04:45.039
5.736,5.7366,2024-08-02 13:08:25.895
5.764,5.7646,2024-08-05 13:04:30.940
5.6522,5.6528,2024-08-06 13:07:56.736
5.6087,5.6093,2024-08-07 13:11:35.951
5.6166,5.6172,2024-08-08 13:05:28.691
5.5109,5.5115,2024-08-09 13:03:28.543
5.4905,5.4911,2024-08-12 13:02:28.229
5.4869,5.4875,2024-08-13 13:09:28.245
5.4496,5.4502,2024-08-14 13:08:26.791
5.4645,5.4651,2024-08-15 13:11:27.417
5.4626,5.4632,2024-08-16 13:05:26.510
5.4231,5.4237,2024-08-19 13:10:28.410
5.4541,5.4547,2024-08-20 13:05:29.267
5.4701,5.4707,2024-08-21 13:07:29.765
5.5518,5.5524,2024-08-22 13:09:28.648
5.5257,5.5263,2024-08-23 13:11:28.946
5.4915,5.4921,2024-08-26 13:12:40.667
5.4963,5.4969,2024-08-27 13:06:27.781
5.5309,5.5315,2024-08-28 13:11:27.534
5.6352,5.6358,2024-08-29 13:06:29.452
5.6556,5.6562,2024-08-30 13:03:31.368
5.6224,5.623,2024-09-02 13:08:26.344
5.6218,5.6224,2024-09-03 13:09:53.648
5.6353,5.6359,2024-09-04 13:10:25.751
5.6043,5.6049,2024-09-05 13:08:11.367
5.5696,5.5702,2024-09-06 13:05:28.557
5.6091,5.6097,2024-09-09 13:05:33.843
5.6248,5.6254,2024-09-10 13:10:31.119
5.6381,5.6387,2024-09-11 14:59:41.798
5.6548,5.6554,2024-09-12 13:09:32.111
5.5711,5.5717,2024-09-13 13:06:29.112
5.5201,5.5207,2024-09-16 13:02:31.597
5.5004,5.501,2024-09-17 13:03:32.089
5.4761,5.4767,2024-09-18 13:11:29.915
5.4183,5.4189,2024-09-19 13:07:27.527
5.4769,5.4775,2024-09-20 13:02:38.238
5.544,5.5446,2024-09-23 13:04:14.017
5.4696,5.4702,2024-09-24 13:08:32.842
5.473,5.4736,2024-09-25 13:11:28.617
5.4406,5.4412,2024-09-26 13:09:31.055
5.4425,5.4431,2024-09-27 13:12:31.787
5.4475,5.4481,2024-09-30 13:08:57.897
5.4515,5.4521,2024-10-01 13:10:02.000
5.4299,5.4305,2024-10-02 13:13:14.315
5.4844,5.485,2024-10-03 13:06:31.510
5.468,5.4686,2024-10-04 13:11:35.313
5.462,5.4626,2024-10-07 13:04:28.548
5.5191,5.5197,2024-10-08 13:11:40.442
5.5731,5.5737,2024-10-09 13:09:40.942
5.5813,5.5819,2024-10-10 13:13:44.916
5.6257,5.6263,2024-10-11 13:04:30.872
5.6039,5.6045,2024-10-14 13:09:27.371
5.6372,5.6378,2024-10-15 13:06:27.393
5.6743,5.6749,2024-10-16 13:02:28.074
5.6752,5.6758,2024-10-17 13:03:30.348
5.6666,5.6672,2024-10-18 13:11:27.157
5.7062,5.7068,2024-10-21 13:03:32.211
5.6952,5.6958,2024-10-22 13:06:30.894
5.7143,5.7149,2024-10-23 13:03:29.972
5.7081,5.7087,2024-10-24 13:07:25.935
5.6963,5.6969,2024-10-25 13:11:30.239
5.6982,5.6988,2024-10-28 13:02:32.494
5.7134,5.714,2024-10-29 13:09:32.089
5.7795,5.7801,2024-10-30 13:05:35.096
5.7773,5.7779,2024-10-31 13:09:27.538
5.8067,5.8073,2024-11-01 13:03:27.646
5.7892,5.7898,2024-11-04 13:02:46.918
5.784,5.7846,2024-11-05 13:08:29.428
5.7642,5.7648,2024-11-06 13:03:27.848
5.6618,5.6624,2024-11-07 13:02:27.796
5.7642,5.7648,2024-11-08 13:05:28.232
5.7974,5.798,2024-11-11 13:02:29.081
5.7688,5.7694,2024-11-12 13:06:27.435
5.7707,5.7713,2024-11-13 13:02:28.602
5.7879,5.7885,2024-11-14 13:06:28.504
5.7597,5.7603,2024-11-18 13:10:28.511
5.7737,5.7743,2024-11-19 13:06:31.265
5.8167,5.8173,2024-11-21 13:11:27.977
5.8118,5.8124,2024-11-22 13:09:34.496
5.7996,5.8002,2024-11-25 13:08:26.716
5.7984,5.799,2024-11-26 13:12:53.410
5.8285,5.8291,2024-11-27 13:02:27.461
5.9865,5.9871,2024-11-28 13:05:32.071
6.0529,6.0535,2024-11-29 13:07:34.549
6.0628,6.0634,2024-12-02 13:08:27.675
6.0701,6.0707,2024-12-03 13:06:28.582
6.0575,6.0581,2024-12-04 13:02:28.851
5.9843,5.9849,2024-12-05 13:06:30.810
6.0287,6.0293,2024-12-06 13:07:27.027
6.0564,6.057,2024-12-09 13:10:28.135
6.0523,6.0529,2024-12-10 13:11:51.717
6.0314,6.032,2024-12-11 13:05:29.188
5.9402,5.9408,2024-12-12 13:10:28.002
6.0394,6.04,2024-12-13 13:11:29.446
6.0504,6.0509,2024-12-16 13:11:37.029
6.1679,6.1685,2024-12-17 13:02:29.934
6.1618,6.1624,2024-12-18 13:05:29.757
6.1835,6.1841,2024-12-19 13:03:32.087
6.0774,6.078,2024-12-20 13:08:36.643
6.1606,6.1612,2024-12-23 13:03:27.687
6.1527,6.1541,2024-12-24 11:10:05.681
6.165,6.1656,2024-12-26 13:09:30.003
6.1985,6.1991,2024-12-27 13:03:30.393
6.1917,6.1923,2024-12-30 13:06:26.618
6.1917,6.1923,2024-12-31 10:04:09.264
6.208,6.2086,2025-01-02 13:09:42.489
6.1557,6.1563,2025-01-03 13:07:30.503
6.1113,6.1119,2025-01-06 13:06:28.533
6.0735,6.0741,2025-01-07 13:03:28.766
6.1315,6.1321,2025-01-08 13:08:59.784
6.089,6.0896,2025-01-09 13:03:27.828
6.0959,6.0965,2025-01-10 13:04:30.342
6.1073,6.1079,2025-01-13 13:03:30.256
6.0665,6.0671,2025-01-14 13:07:27.066
6.0371,6.0377,2025-01-15 13:06:07.747
6.0316,6.0322,2025-01-16 13:06:28.873
6.0603,6.0609,2025-01-17 13:11:29.354
6.0492,6.0498,2025-01-20 13:07:31.452
6.0434,6.044,2025-01-21 13:11:47.015
5.9668,5.9674,2025-01-22 13:03:29.960
5.9393,5.9399,2025-01-23 13:08:28.183
5.8919,5.8925,2025-01-24 13:03:26.922
5.9266,5.9272,2025-01-27 13:07:48.122
5.8924,5.893,2025-01-28 13:08:29.320
5.859,5.8596,2025-01-29 13:06:27.048
5.9,5.9006,2025-01-30 13:10:28.513
5.8295,5.8301,2025-01-31 13:03:54.994
5.8681,5.8687,2025-02-03 13:06:26.028
5.7921,5.7927,2025-02-04 13:05:40.177
5.7991,5.7997,2025-02-05 13:11:27.245
5.785,5.7856,2025-02-06 13:08:27.966
5.7551,5.7557,2025-02-07 13:10:30.349
5.7802,5.7808,2025-02-10 13:11:28.726
5.7782,5.7788,2025-02-11 13:06:28.511
5.7705,5.7711,2025-02-12 13:02:27.080
5.7782,5.7788,2025-02-13 13:03:25.728
5.7277,5.7283,2025-02-14 13:11:25.842
5.7099,5.7105,2025-02-17 13:07:25.989
5.6973,5.6979,2025-02-18 13:09:27.380
5.7081,5.7087,2025-02-19 13:07:31.091
5.7013,5.7019,2025-02-20 13:11:27.341
5.7021,5.7027,2025-02-21 13:02:27.066
5.7252,5.7258,2025-02-24 13:06:26.536
5.7773,5.7779,2025-02-25 13:08:29.097
5.7751,5.7757,2025-02-26 13:06:28.007
5.8222,5.8228,2025-02-27 13:02:27.094
5.8482,5.8488,2025-02-28 13:04:29.100
5.7908,5.7914,2025-03-05 15:36:28.199
5.7483,5.7489,2025-03-06 13:11:00.814
5.7682,5.7688,2025-03-07 13:08:41.977
5.7924,5.793,2025-03-10 13:03:01.674
5.8341,5.8346,2025-03-11 13:05:28.232
5.8262,5.8268,2025-03-12 13:08:28.781
5.8125,5.8131,2025-03-13 13:03:28.272
5.7413,5.7419,2025-03-14 13:06:19.269
5.7076,5.7082,2025-03-17 13:11:28.771
5.6846,5.6852,2025-03-18 13:05:31.310
5.6651,5.6657,2025-03-19 13:08:27.744
5.6622,5.6628,2025-03-20 13:05:28.111
5.7235,5.7241,2025-03-21 13:03:25.486
5.7397,5.7403,2025-03-24 13:06:25.642
5.6986,5.6992,2025-03-25 13:04:31.093
5.7292,5.7298,2025-03-26 13:05:51.728
5.7468,5.7474,2025-03-27 13:04:05.646
5.7654,5.766,2025-03-28 13:02:32.689
5.7416,5.7422,2025-03-31 13:11:27.506
5.7045,5.7051,2025-04-01 13:07:29.553
5.6918,5.6923,2025-04-02 13:02:29.942
5.6062,5.6067,2025-04-03 13:03:27.756
5.7771,5.7777,2025-04-04 13:07:28.528
5.8871,5.8877,2025-04-07 13:09:28.183
5.9362,5.9368,2025-04-08 13:04:41.076
6.0599,6.0605,2025-04-09 13:06:01.578
5.9109,5.9115,2025-04-10 13:09:27.619
5.8731,5.8737,2025-04-11 13:08:27.767
5.8419,5.8425,2025-04-14 13:09:48.507
5.8701,5.8707,2025-04-15 13:07:27.338
5.8802,5.8808,2025-04-16 13:10:28.345
5.8553,5.8559,2025-04-17 13:11:49.566
5.749,5.7496,2025-04-22 13:09:35.629
5.6874,5.688,2025-04-23 13:06:30.416
5.6874,5.688,2025-04-23 13:06:30.443
5.6732,5.6738,2025-04-24 13:04:29.639
5.684,5.6846,2025-04-25 13:09:26.592
5.6675,5.6681,2025-04-28 13:04:26.378
5.6461,5.6467,2025-04-29 13:05:29.951
5.6602,5.6608,2025-04-30 13:11:27.944
5.6388,5.6394,2025-05-02 13:10:27.144
5.6514,5.652,2025-05-05 13:09:28.604
5.7204,5.721,2025-05-06 13:03:25.683
5.7368,5.7375,2025-05-07 13:09:26.499
5.6854,5.686,2025-05-08 13:06:28.214
5.6505,5.6511,2025-05-09 13:08:28.902
5.6816,5.6822,2025-05-12 13:07:51.706
5.6256,5.6262,2025-05-13 13:02:29.162
5.6094,5.61,2025-05-14 13:07:28.015
5.6322,5.6328,2025-05-15 13:03:51.789
5.6919,5.6925,2025-05-16 13:02:28.147
5.6585,5.6591,2025-05-19 13:09:28.880
5.6614,5.662,2025-05-20 13:05:28.937
5.6565,5.6571,2025-05-21 13:04:32.120
5.6384,5.639,2025-05-22 13:06:27.952
5.6926,5.6932,2025-05-23 13:11:08.858
5.6613,5.6619,2025-05-26 13:06:30.445
5.6533,5.6539,2025-05-27 13:03:41.114
5.693,5.6936,2025-05-28 13:07:44.755
5.6553,5.6559,2025-05-29 13:05:33.689
5.7081,5.7087,2025-05-30 13:05:27.127
5.6931,5.6937,2025-06-02 13:09:05.107
5.6688,5.6694,2025-06-03 13:07:29.518
5.6326,5.6332,2025-06-04 13:11:29.327
5.5963,5.5969,2025-06-05 13:07:30.991
5.5941,5.5947,2025-06-06 13:08:48.677
5.5754,5.576,2025-06-09 13:04:44.493
5.5551,5.5557,2025-06-10 13:08:31.722
5.5384,5.539,2025-06-11 13:04:46.070
5.5382,5.5388,2025-06-12 13:04:26.137
5.5646,5.5652,2025-06-13 13:02:36.572
5.5117,5.5123,2025-06-16 13:09:04.338
5.4767,5.4773,2025-06-17 13:07:28.496
5.4873,5.4879,2025-06-18 13:10:27.501
5.4951,5.4957,2025-06-20 13:05:46.565
5.5207,5.5213,2025-06-23 13:09:26.900
5.4932,5.4938,2025-06-24 13:02:35.468
5.5421,5.5427,2025-06-25 13:06:27.991
5.5139,5.5145,2025-06-26 13:04:42.803
5.4753,5.4759,2025-06-27 13:07:41.250
5.4565,5.4571,2025-06-30 13:06:30.905
5.4505,5.4511,2025-07-01 13:07:32.146
5.4506,5.4512,2025-07-02 13:04:38.929
5.4202,5.4208,2025-07-03 13:06:25.914
5.4084,5.409,2025-07-04 13:04:29.081
5.4546,5.4552,2025-07-07 13:02:56.534
5.4565,5.4571,2025-07-08 13:02:57.103
5.462,5.4626,2025-07-09 13:05:35.887
5.5427,5.5433,2025-07-10 13:02:47.699
5.5716,5.5722,2025-07-11 13:06:52.832
5.5589,5.5595,2025-07-14 13:08:30.186
5.5569,5.5576,2025-07-15 13:04:30.654
5.5716,5.5722,2025-07-16 13:08:40.079
5.5731,5.5737,2025-07-17 13:02:31.315
5.546,5.5466,2025-07-18 13:11:35.417
5.5619,5.5625,2025-07-21 13:03:57.875
5.5703,5.5709,2025-07-22 13:05:47.678
5.5531,5.5537,2025-07-23 13:05:33.442
5.5233,5.5239,2025-07-24 13:09:01.076
5.542,5.5426,2025-07-25 13:06:43.630
5.5871,5.5877,2025-07-28 13:07:39.179
5.5758,5.5764,2025-07-29 13:15:54.910
5.6028,5.6034,2025-07-30 13:14:11.184
5.6015,5.6021,2025-07-31 13:02:33.384
5.543,5.5436,2025-08-01 13:03:03.851
5.5107,5.5113,2025-08-04 13:08:34.124
5.5113,5.5119,2025-08-05 13:04:58.588
5.4796,5.4802,2025-08-06 13:06:39.080
5.4632,5.4638,2025-08-07 13:10:28.166
5.4248,5.4254,2025-08-08 13:10:46.139
5.4467,5.4473,2025-08-11 13:09:01.083
5.4046,5.4052,2025-08-12 13:10:27.976
5.3922,5.3928,2025-08-13 13:12:29.288
5.4089,5.4095,2025-08-14 13:08:26.774
5.3922,5.3928,2025-08-15 13:02:59.023
5.4149,5.4155,2025-08-18 13:11:11.455
5.471,5.4716,2025-08-19 13:04:41.550
5.472,5.4726,2025-08-20 13:12:26.131
5.4822,5.4828,2025-08-21 13:10:49.662
5.4386,5.4392,2025-08-22 13:06:18.381
5.4168,5.4174,2025-08-25 13:06:50.314
5.4212,5.4218,2025-08-26 13:06:46.354
5.4422,5.4428,2025-08-27 13:13:21.409
5.4109,5.4115,2025-08-28 13:13:18.872
5.4258,5.4264,2025-08-29 13:10:21.165
5.4372,5.4378,2025-09-01 13:06:34.559
5.4674,5.468,2025-09-02 13:07:48.188
5.4479,5.4485,2025-09-03 13:06:03.021
5.4581,5.4587,2025-09-04 13:03:32.119
5.3962,5.3968,2025-09-05 13:04:18.063
5.4272,5.4278,2025-09-08 13:09:40.608
5.4272,5.4278,2025-09-09 13:07:27.786
5.4117,5.4123,2025-09-10 13:06:29.196
5.3852,5.3858,2025-09-11 13:06:26.836
5.3671,5.3677,2025-09-12 13:10:29.351
5.3202,5.3208,2025-09-15 13:07:29.069
5.309,5.3096,2025-09-16 13:08:26.586
5.3005,5.3011,2025-09-17 13:10:27.522
5.3004,5.301,2025-09-18 13:10:31.236
5.327,5.3276,2025-09-19 13:05:27.482
5.3451,5.3457,2025-09-22 13:06:30.051
5.3057,5.3063,2025-09-23 13:06:42.796
5.3106,5.3112,2025-09-24 13:09:26.489
5.3419,5.3425,2025-09-25 13:05:26.646
5.3439,5.3445,2025-09-26 13:02:27.976
5.3223,5.3229,2025-09-29 13:04:26.885
5.318,5.3186,2025-09-30 13:08:29.141
5.3202,5.3208,2025-10-01 13:02:30.159
5.3443,5.3449,2025-10-02 13:09:27.673
5.3492,5.3498,2025-10-03 13:05:27.368
5.322,5.3226,2025-10-06 13:07:31.214
5.3357,5.3363,2025-10-07 13:06:29.792
5.3421,5.3427,2025-10-08 13:09:27.623
5.3532,5.3538,2025-10-09 13:09:28.649
5.444,5.4446,2025-10-10 13:11:25.594
5.4623,5.4629,2025-10-13 13:02:43.752
5.4976,5.4982,2025-10-14 13:11:26.346
5.4458,5.4464,2025-10-15 13:07:27.463
5.4348,5.4354,2025-10-16 13:10:33.410
5.4384,5.439,2025-10-17 13:15:06.571
5.3765,5.3771,2025-10-20 13:11:28.198
5.3842,5.3848,2025-10-21 13:08:29.967
5.3892,5.3898,2025-10-22 13:06:29.571
5.3834,5.384,2025-10-23 13:02:28.345
5.3791,5.3797,2025-10-24 13:08:27.751
5.3738,5.3744,2025-10-27 13:07:26.305
5.3684,5.369,2025-10-28 13:04:28.183
5.341,5.3416,2025-10-29 13:04:21.681
5.3844,5.385,2025-10-30 13:09:27.437
5.3837,5.3843,2025-10-31 13:07:28.481
5.3499,5.3505,2025-11-03 13:06:25.333
5.384,5.3846,2025-11-04 13:07:26.986
5.3792,5.3798,2025-11-05 13:07:26.804
5.3445,5.3451,2025-11-06 13:02:49.425
5.3561,5.3567,2025-11-07 13:10:31.908
5.3175,5.3181,2025-11-10 13:03:31.138
5.2723,5.2729,2025-11-11 13:07:30.004
5.2879,5.2885,2025-11-12 13:11:25.169
5.2814,5.282,2025-11-13 13:07:27.563
5.2946,5.2952,2025-11-14 13:11:28.202
5.3102,5.3108,2025-11-17 13:07:28.766
5.3355,5.3361,2025-11-18 13:10:26.459
5.334,5.3346,2025-11-19 13:09:27.626
5.3896,5.3902,2025-11-21 13:06:33.395
5.3942,5.3948,2025-11-24 13:02:26.741
5.3835,5.3841,2025-11-25 13:05:27.685
5.3688,5.3694,2025-11-26 13:03:30.935
5.3484,5.349,2025-11-27 13:07:26.522
5.3332,5.3338,2025-11-28 13:10:31.721
5.3463,5.3469,2025-12-01 13:07:36.236
5.3459,5.3465,2025-12-02 13:07:03.239
5.3108,5.3114,2025-12-03 13:05:25.575
5.2946,5.2952,2025-12-04 13:08:17.839
5.3399,5.3405,2025-12-05 13:09:08.512
5.4243,5.4249,2025-12-08 13:03:07.424
5.4564,5.457,2025-12-09 13:11:26.737
5.465,5.4656,2025-12-10 13:10:04.980
5.4231,5.4237,2025-12-11 13:03:26.528
5.4005,5.4011,2025-12-12 13:06:27.227
5.3923,5.3929,2025-12-15 13:09:27.230
5.4499,5.4505,2025-12-16 13:07:25.964
5.5087,5.5093,2025-12-17 13:03:29.544
5.5277,5.5283,2025-12-18 13:11:26.110
5.5154,5.516,2025-12-19 13:03:35.584
5.5383,5.5389,2025-12-22 13:03:26.125
5.5637,5.5643,2025-12-23 13:04:26.622
5.5342,5.535,2025-12-24 11:07:45.216
5.5407,5.5413,2025-12-26 13:07:27.597
5.5733,5.5739,2025-12-29 13:10:01.131
5.5018,5.5024,2025-12-30 13:12:00.341
5.5018,5.5024,2025-12-31 10:06:24.183
5.4366,5.4372,2026-01-02 13:03:33.254
5.4345,5.4351,2026-01-05 13:10:14.896
5.3791,5.3797,2026-01-06 13:12:07.358
5.3874,5.388,2026-01-07 13:06:27.001
5.3854,5.386,2026-01-08 13:04:28.616
5.3701,5.3707,2026-01-09 13:09:29.054
5.3754,5.376,2026-01-12 13:08:29.056
5.3758,5.3764,2026-01-13 13:08:54.165
5.3789,5.3795,2026-01-14 13:04:32.411
5.384,5.3846,2026-01-15 13:05:25.660
5.3792,5.3798,2026-01-16 13:04:26.486
5.3647,5.3653,2026-01-19 13:07:27.662
5.3784,5.379,2026-01-20 13:02:30.787
5.3362,5.3368,2026-01-21 13:04:32.866
5.3112,5.3118,2026-01-22 13:07:26.401
5.2872,5.2879,2026-01-23 13:09:25.549
5.2754,5.276,2026-01-26 13:09:03.031
5.2386,5.2392,2026-01-27 13:08:25.783
5.1832,5.1838,2026-01-28 13:10:27.392
5.195,5.1956,2026-01-29 13:08:22.928
5.2295,5.2301,2026-01-30 13:05:28.730
5.2581,5.2587,2026-02-02 13:07:27.937
5.223,5.2236,2026-02-03 13:11:27.228
5.2353,5.2359,2026-02-04 13:10:28.563
5.2574,5.258,2026-02-05 13:05:29.335
5.2335,5.2341,2026-02-06 13:10:27.461
5.1937,5.1943,2026-02-09 13:09:27.409
5.2015,5.2021,2026-02-10 13:10:27.358
5.183,5.1836,2026-02-11 13:03:28.474
5.1668,5.1674,2026-02-12 13:04:38.193
5.2282,5.2288,2026-02-13 13:04:28.071
5.2343,5.2349,2026-02-18 15:40:28.762
5.225,5.2257,2026-02-19 13:11:26.862
5.2,5.2006,2026-02-20 13:02:26.431
5.1629,5.1635,2026-02-23 13:02:28.425
5.1676,5.1682,2026-02-24 13:04:29.024
5.1434,5.144,2026-02-25 13:05:27.648
5.1376,5.1382,2026-02-26 13:06:33.355
5.1489,5.1495,2026-02-27 13:02:27.158
5.1995,5.2001,2026-03-02 13:09:26.433
5.2864,5.287,2026-03-03 13:10:27.879
5.2085,5.2091,2026-03-04 13:07:27.146
5.2441,5.2447,2026-03-05 13:03:29.746
5.2872,5.2878,2026-03-06 13:10:27.630
5.2133,5.2139,2026-03-09 13:10:27.585
5.1616,5.1622,2026-03-10 13:09:26.345
5.159,5.1596,2026-03-11 13:04:25.916
5.2045,5.2051,2026-03-12 13:10:28.891
5.2535,5.2541,2026-03-13 13:03:28.538
5.2641,5.2647,2026-03-16 13:08:25.116
5.2016,5.2022,2026-03-17 13:09:32.836
5.2106,5.2112,2026-03-18 13:08:32.572
5.2581,5.2587,2026-03-19 13:02:27.336
5.2793,5.28,2026-03-20 13:11:27.571
5.2434,5.244,2026-03-23 13:11:28.202
5.2593,5.2599,2026-03-24 13:09:28.963
5.2269,5.2275,2026-03-25 13:08:33.947
5.2302,5.2308,2026-03-26 13:11:08.561
5.237,5.2376,2026-03-27 13:11:42.090
5.2347,5.2353,2026-03-30 13:10:27.787
5.2188,5.2194,2026-03-31 13:04:22.650
5.16,5.1606,2026-04-01 13:06:27.728
